Show_Id,Category,Title,Director,Cast,Country,Release_Date,Rating,Duration,Type,Description,Year_Added,Month_Added,Main_Genre,Main_Country
s7744,TV Show,Yours Fatefully,Unknown,"Kingone Wang, Jesseca Liu, Xiang Yun, Chen Shucheng, Eelyn Kok, Cavin Soh, Sora Ma",Singapore,2017-07-01,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Two lonely singles meet on a blind date and slowly get to know each other, unaware that their parents are friends and may be falling in love.",2017.0,7.0,International TV Shows,Singapore
s5551,Movie,Shawn Mendes: Live in Concert,Paul Dugdale,Shawn Mendes,"United Kingdom, United States",2020-11-25,TV-PG,87 min,Music & Musicals,"In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans.",2020.0,11.0,Music & Musicals,United Kingdom
s4059,Movie,Mexicanos de Bronce,Julio FernÃ¡ndez Talamantes,Unknown,Mexico,2018-12-31,TV-MA,100 min,"Documentaries, International Movies, Music & Musicals","When street vices keep them coming back, three prisoners make sense of their lives in a penitentiary â€“ and beyond it â€“ through rap.",2018.0,12.0,Documentaries,Mexico
s1019,TV Show,Bobby Kennedy for President,Dawn Porter,Robert F. Kennedy,Unknown,2018-04-27,TV-MA,1 Season,Docuseries,"Historic footage and leading voices of the era examine the ""Bobby Phenomenon"" of the 1960s and the legacy of the man who helped redefine the country.",2018.0,4.0,Docuseries,Unknown
s2837,Movie,How High 2,Bruce Leddy,"Lil Yachty, D.C. Young Fly, Alyssa Goss, DeRay Davis, Mary Lynn Rajskub, Blac Youngsta, Lil Baby, NeNe Leakes, Mike Epps, Al Shearer",United States,2019-12-31,TV-MA,89 min,Comedies,"When a pair of friends uncover a weed Bible, their magical stash gets stolen, sending them on a pot-fueled quest through Atlanta to find it.",2019.0,12.0,Comedies,United States
s1278,TV Show,CharitÃ©,Unknown,"Alicia von Rittberg, Maximilian Meyer-Bretschneider, Justus von DohnÃ¡nyi, Matthias Koeberlin, Christoph Bach, Ernst StÃ¶tzner, Klara Deutschmann, Ramona Kunze-Libnow, Daniel StrÃ¤ÃŸer, Tanja Schleiff, Monika Oschek, Emilia SchÃ¼le, Matthias Brenner, Thomas Loibl",Germany,2018-04-19,TV-MA,1 Season,"International TV Shows, TV Dramas","At Berlin's CharitÃ© hospital in 1888, Ida finds romance, a path to her dream job and an inside look into cures for tuberculosis and diphtheria.",2018.0,4.0,International TV Shows,Germany
s5840,Movie,Stray Bullet,Georges Hachem,"Nadine Labaky, Takla Chamoun, Hend Taher, Badih Abou Chakra, Rodrigue Sleiman, Nazih Youssef, Patricia Nammour, Pauline Haddad, Nasri Sayegh, Joelle Hannah, Inaam Germanos",Lebanon,2020-06-18,TV-MA,76 min,"Dramas, International Movies, Romantic Movies","In 1976 Beirut, after a rendezvous with her old flame, soon-to-wed Noha witnesses a violent incident and changes course on a path to self-realization.",2020.0,6.0,Dramas,Lebanon
s1427,Movie,Cloudy with a Chance of Meatballs,"Phil Lord, Christopher Miller","Bill Hader, Anna Faris, James Caan, Andy Samberg, Bruce Campbell, Mr. T, Bobb'e J. Thompson, Benjamin Bratt, Neil Patrick Harris, Al Roker",United States,2021-01-01,PG,90 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow.",2021.0,1.0,Children & Family Movies,United States
s6863,TV Show,The Shannara Chronicles,Unknown,"Austin Butler, Poppy Drayton, Ivana Baquero, Manu Bennett, Aaron Jakubenko, Emilia Burns, John Rhys-Davies, Marcus Vanco, Brooke Williams, Daniel MacPherson, Jed Brophy","United States, New Zealand",2018-01-22,TV-MA,2 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","After the destruction of civilization, three young heroes become Earth's last hope for salvation when a massive force of demons threatens the planet.",2018.0,1.0,TV Action & Adventure,United States
s4272,Movie,Mugamoodi,Mysskin,"Jiiva, Pooja Hegde, Narain, Nasser, Girish Karnad, Anupama Kumar, Selvaah",India,2018-10-01,TV-14,150 min,"Action & Adventure, International Movies",A martial arts specialist accidentally becomes a superhero when he steps in â€“ in costume â€“ to help the cops catch a criminal.,2018.0,10.0,Action & Adventure,India
s6046,TV Show,"That Winter, the Wind Blows",Unknown,"Zo In-sung, Song Hye-kyo, Kim Bum, Jung Eun-ji, Bae Jong-ok, Young-hoon Kim",South Korea,2019-04-01,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Seeing the chance to enrich himself by deceiving a blind heiress, clever con man Oh Soo just does what comes naturally â€“ but his plans soon change.",2019.0,4.0,International TV Shows,South Korea
s2520,Movie,Grandmother's Farm Part 2,Ahmed Zein,"Mansour Al Felei, Saeed Al-Sheryani, Yaser Alneyadi, Khaled Al-Nuaimi, Abdullah Al Hamiri, Abdullah Al-Ramsi, Salama Almazrouei, Am Rashed, Aisha Al Suwaidi, Muhammed Murshed",United Arab Emirates,2020-05-28,TV-14,80 min,"Comedies, Horror Movies, International Movies","After their haunting experience on a desert farm, a group of buddies escapes on a faraway getaway to seaside Fujairah â€” and right into more terror.",2020.0,5.0,Comedies,United Arab Emirates
s4742,Movie,Paid in Full,Charles Stone III,"Wood Harris, Mekhi Phifer, Kevin Carroll, Esai Morales, Chi McBride, Cam'ron, Remo Greene, Cynthia Martells, Elise Neal, Regina Hall, Joyce Walker",United States,2019-11-01,R,98 min,"Action & Adventure, Dramas",This fictionalized account of three real-life notorious Harlem drug dealers is told in flashbacks as they plunge into the world of hustling.,2019.0,11.0,Action & Adventure,United States
s5026,Movie,QLIMAX THE SOURCE,"Daan Jansen, Stijn Verlinde","Michael Brons, Nigel Coppen, Thomas Velderman, Carlos Antunes, Marco Spronk, Willem Rebergen, Joshua Dutrieux, Bob van der Palen, Sefa Vlaarkamp",Netherlands,2020-12-22,TV-14,57 min,Music & Musicals,Seven priests. Six realms. One destiny. Begin an immersive audiovisual hardstyle trip into the mystical world of Qlimax â€” and become one with the sound.,2020.0,12.0,Music & Musicals,Netherlands
s5385,Movie,Santa's Apprentice,Luc Vinciguerra,"Julie Gayet, Jean-Pierre Marielle, LorÃ nt Deutsch, Bruno Salomone, Pierre-FranÃ§ois Martin-Laval, Didier Brice, BenoÃ®t Allemane, Nathan Simony, Daniela Duspara, Max Cullen","Australia, France, Ireland",2015-12-20,TV-G,72 min,Children & Family Movies,"Young orphan Nicolas learns how to guide a sleigh, slide down chimneys and other duties he'll need when he becomes the next Santa Claus.",2015.0,12.0,Children & Family Movies,Australia
s2448,Movie,Go! Go! Cory Carson: The Chrissy,"Alex Woo, Stanley Moore","Alan C. Lim, Maisie Benson, Kerry Gudjohnsen, Terrance Smith, Paul Killam, Omari Weaver, Ella Joy Ballesteros, Smith Foreman, Stanley Moore",United States,2020-05-01,TV-Y,42 min,Children & Family Movies,"The Carson kids win a talent show with a dance that Cory created. But when ""The Chrissy"" catches on, his little sister gets all of the attention.",2020.0,5.0,Children & Family Movies,United States
s1143,Movie,Burlesque: Heart of the Glitter Tribe,Jon Manning,Unknown,United States,2017-06-01,TV-MA,76 min,Documentaries,"This revealing documentary probes the onstage personas of Portland, Oregon, burlesque performers who practice wildly different art forms.",2017.0,6.0,Documentaries,United States
s2765,TV Show,Hoff the Record,Gordon Anderson,"David Hasselhoff, Asim Chaudhry, Fergus Craig, Mark Quartley, Ella Smith, Brett Goldstein",United Kingdom,2017-03-31,TV-MA,2 Seasons,"British TV Shows, TV Comedies","TV star David Hasselhoff hopes to reboot his career in the U.K., but both his comeback plans and his personal life keep going off the rails.",2017.0,3.0,British TV Shows,United Kingdom
s1176,Movie,Calico Critters: A Town of Dreams,Momoko Kamiya,Unknown,Unknown,2018-11-01,TV-Y,11 min,Children & Family Movies,Freya heads into town with her mother for a very special occasion: a dress designed by her sister Stella is going to be in a fashion show!,2018.0,11.0,Children & Family Movies,Unknown
s6258,Movie,The Crystal Calls Making the Dark Crystal: Age of Resistance,Randall Lobb,"Taron Egerton, Natalie Dormer, Simon Pegg, Jason Isaacs",United States,2019-09-14,TV-PG,83 min,"Documentaries, International Movies","Go behind the scenes with stars, puppeteers and creators as they bring Jim Henson's magical world of Thra back to life in a sweeping fantasy series.",2019.0,9.0,Documentaries,United States
s504,Movie,Anchor Baby,Lonzo Nzekwe,"Omoni Oboli, Sam Sarpong, Terri Oliver, Colin Paradine, Mark Cassius","Canada, Nigeria",2020-05-20,TV-MA,97 min,"Dramas, International Movies",A Nigerian couple living in the U.S. face agonizing fallout when they defy deportation orders with the hopes of giving their unborn child citizenship.,2020.0,5.0,Dramas,Canada
s6069,TV Show,The Adventures of Sonic the Hedgehog,Unknown,"Jaleel White, Long John Baldry, Garry Chalk","United States, Canada",2018-04-18,TV-Y7,1 Season,Kids' TV,"Hyper hedgehog Sonic and his cohort Miles ""Tails"" Prower defend the planet Mobius against Dr. Robotnik and his evil schemes in this animated series.",2018.0,4.0,Kids' TV,United States
s7007,TV Show,The Witcher,Unknown,"Henry Cavill, Anya Chalotra, Freya Allan, Jodhi May, MyAnna Buring, Joey Batey, Eamon Farren, Mimi Ndiweni, BjÃ¶rn Hlynur Haraldsson, Adam Levy, Lars Mikkelsen, Royce Pierreson, Wilson Radjou-Pujalte, Anna Shaffer","United States, Poland",2019-12-20,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Mysteries","Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",2019.0,12.0,TV Action & Adventure,United States
s6281,Movie,The Death of Stalin,Armando Iannucci,"Steve Buscemi, Simon Russell Beale, Paddy Considine, Rupert Friend, Jason Isaacs, Michael Palin, Andrea Riseborough, Jeffrey Tambor, Olga Kurylenko, Paul Chahidi","United Kingdom, France, Belgium, Canada, United States",2020-04-03,R,107 min,"Comedies, Dramas, Independent Movies",The death of Russian dictator Joseph Stalin throws the Soviet Union into comic chaos as his ambitious but addled ministers maneuver to succeed him.,2020.0,4.0,Comedies,United Kingdom
s7240,Movie,Troy: The Odyssey,Tekin Girgin,"Dylan Vox, Lara Heller, Hachem Hicham, David Gray, Kelly B. Jones, Daniel Whyte, Eoin O'Brien, Ego Mikitas",United States,2018-03-12,TV-MA,90 min,Action & Adventure,"Starting with the Trojan Horse attack, this modest re-telling of Homer's epic covers well-known highlights of Odysseus's long journey home.",2018.0,3.0,Action & Adventure,United States
s2754,TV Show,History of Swear Words,Unknown,Nicolas Cage,United States,2021-01-05,TV-MA,1 Season,"Docuseries, TV Comedies","Nicolas Cage hosts this proudly profane, funny and engagingly educational series about the history and impact of the most notorious English swear words.",2021.0,1.0,Docuseries,United States
s6741,Movie,The Paramedic,Carles Torras,"Mario Casas, DÃ©borah FranÃ§ois, Guillermo Pfening, MarÃ­a RodrÃ­guez Soto, Celso Bugallo, RaÃºl JimÃ©nez, Pol Monen, Alice Bocchi, MartÃ­n Bacigalupo",Spain,2020-09-16,TV-MA,94 min,"Dramas, International Movies, Thrillers","Unable to face his new reality in a wheelchair, Ãngel develops a deadly obsession with the woman who left him and unleashes a sinister revenge plot.",2020.0,9.0,Dramas,Spain
s1794,Movie,Doctor Zhivago,David Lean,"Omar Sharif, Julie Christie, Geraldine Chaplin, Rod Steiger, Alec Guinness, Tom Courtenay, Siobhan McKenna, Ralph Richardson, Jeffrey Rockland","United States, Italy, United Kingdom, Liechtenstein",2019-11-01,PG-13,200 min,"Classic Movies, Dramas, Romantic Movies",A young physician and his beautiful mistress get swept up in the danger and drama of the Bolshevik Revolution in this Oscar-winning epic.,2019.0,11.0,Classic Movies,United States
s3129,Movie,Jatt James Bond,Rohit Jugraj,"Gippy Grewal, Gurpreet Guggi, Zarine Khan",India,2018-10-01,TV-14,142 min,"Comedies, Dramas, International Movies","Shinda loves Laali but can't have her, so he and his friends come up with an elaborate plan to solve all their problems and win her.",2018.0,10.0,Comedies,India
s6175,TV Show,The Break,Unknown,"Yoann Blanc, Guillaume Kerbush, Anne Coesens, Jasmina Douieb, Tom Audenaert, Sam Louwyck, Catherine SalÃ©e, Jean-Henri CompÃ¨re",Belgium,2019-02-09,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","A police detective mourning a painful loss moves back to his peaceful hometown, only to be drawn into a murder case that dredges up dark secrets.",2019.0,2.0,Crime TV Shows,Belgium
s34,Movie,#realityhigh,Fernando Lebrija,"Nesta Cooper, Kate Walsh, John Michael Higgins, Keith Powers, Alicia Sanz, Jake Borelli, Kid Ink, Yousef Erakat, Rebekah Graf, Anne Winters, Peter Gilroy, Patrick Davis",United States,2017-09-08,TV-14,99 min,Comedies,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity.",2017.0,9.0,Comedies,United States
s3287,Movie,Kahlil Gibran's The Prophet,"Roger Allers, GaÃ«tan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michael Socha","Liam Neeson, Salma Hayek, John Krasinski, Frank Langella, Alfred Molina, John Rhys-Davies, QuvenzhanÃ© Wallis","United States, France, Canada, Lebanon, Qatar",2017-10-01,PG,85 min,"Children & Family Movies, Dramas",A troubled young girl and her mother find solace on a journey with a subversive poet whose words captivate their hearts and imaginations.,2017.0,10.0,Children & Family Movies,United States
s3115,Movie,Jailbreak,Jimmy Henderson,"Jean-Paul Ly, Dara Our, Tharoth Sam, Dara Phang, Celine Tran, Savin Phillip, Sok Visal",Cambodia,2018-05-02,TV-MA,92 min,"Action & Adventure, International Movies",Four cops escorting a mobster to a high-security prison fight for survival when a gang boss orchestrates a riot from outside to silence their charge.,2018.0,5.0,Action & Adventure,Cambodia
s7270,TV Show,Tunnel,Unknown,"Todsapol Maisuk, Johnny Hao, Morakot Liu, Pemy Peramin Thabkaew, Phenphet Phenkul, Sumet Ong-Art, Amarin Nitipon, Tor Techathuwanan, Komsan Kajonpaisansuk",Unknown,2019-10-30,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A detective finds himself 30 years in the future and must solve a string of grisly crimes before he can return to the past.,2019.0,10.0,Crime TV Shows,Unknown
s5594,Movie,Si Doel the Movie 2,Rano Karno,"Maudy Koesnaedi, Rano Karno, Cornelia Agatha, Mandra Naih, Aminah Tjendrakasih, Suty Karno, Adam Jagwani",Indonesia,2020-05-07,TV-G,95 min,"Dramas, International Movies","As Sarah and her child look to settle in Jakarta, Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go.",2020.0,5.0,Dramas,Indonesia
s1169,TV Show,Cain and Abel,Unknown,"So Ji-sub, Shin Hyun-joon, Chae Jung-an, Han Ji-min, Kim Hae-suk, You-Mi Ha, Yong Jang, Kwon Hae-hyo",South Korea,2019-03-12,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Gifted doctor Cho-in leads a charmed life while his older brother Seon-woo seethes with jealousy in this series inspired by Biblical characters.,2019.0,3.0,International TV Shows,South Korea
s7344,Movie,Underdogs,Juan JosÃ© Campanella,"Ariana Grande, Nicholas Hoult, Matthew Morrison, Eugenio Derbez, Taran Killam, Bobby Moynihan, Bella Thorne, Jay Pharoah, Dan Patrick, Shawn Mendes, Brooklyn Beckham, Chazz Palminteri, John Leguizamo, Mel Brooks, Rupert Grint, Rob Brydon, Anthony Head, Ralf Little, Eve Ponsonby, Peter Serafinowicz, Alex Norton, Alistair McGowan, Ezequiel Cipols","Argentina, Spain",2020-06-15,PG,85 min,"Children & Family Movies, Sports Movies","When his archenemy returns to settle a score, a foosball ace and his magically incarnated team must save the town and woo back his girl.",2020.0,6.0,Children & Family Movies,Argentina
s2471,Movie,Golmaal Returns,Rohit Shetty,"Ajay Devgn, Kareena Kapoor, Arshad Warsi, Tusshar Kapoor, Shreyas Talpade, Celina Jaitly, Amrita Arora, Anjana Sukhani",India,2020-09-28,TV-MA,135 min,"Comedies, International Movies, Music & Musicals",A man's relationship with his jealous wife enters choppy waters after he has to spend a night on a yacht with a woman he's rescued from gangsters.,2020.0,9.0,Comedies,India
s3464,TV Show,Kulipari: Dream Walker,Unknown,"Charlie Adler, Mark Hamill, Jess Harnell, Phil LaMarr, Josh Keaton, Mikey Kelley, Amy Margolis, Wendie Malick, Kevin Michael Richardson, Candi Milo, Laraine Newman",Unknown,2018-11-20,TV-Y7,1 Season,Kids' TV,"Now the Blue Sky King, Darel must lead a rescue mission to save a Dream Walker â€“ leaving the village under the protection of the Kulipari youth.",2018.0,11.0,Kids' TV,Unknown
